Species,Class,ESD,Size,0.4,0.405,0.41,0.415,0.42,0.425,0.43,0.435,0.44,0.445,0.45,0.455,0.46,0.465,0.47,0.475,0.48,0.485,0.49,0.495,0.5,0.505,0.51,0.515,0.52,0.525,0.53,0.535,0.54,0.545,0.55,0.555,0.56,0.565,0.57,0.575,0.58,0.585,0.59,0.595,0.6,0.605,0.61,0.615,0.62,0.625,0.63,0.635,0.64,0.645,0.65,0.655,0.66,0.665,0.67,0.675,0.68,0.685,0.69,0.695,0.7,0.705,0.71,0.715,0.72,0.725,0.73,0.735,0.74,0.745,0.75,0.755,0.76,0.765,0.77,0.775,0.78,0.785,0.79,0.795,0.8,0.805,0.81,0.815,0.82,0.825,0.83,0.835,0.84,0.845,0.85,0.855,0.86,0.865,0.87,0.875,0.88,0.885,0.89,0.895,0.9
P. provasolii,Prasinophyceae,2,2,0.022163848,0.024520899,0.028416454,0.031213733,0.032912736,0.035449776,0.03958264,0.043317695,0.044029626,0.042070384,0.039896761,0.038335329,0.038652889,0.040294571,0.041618692,0.041810146,0.03983944,0.037019232,0.032729308,0.030567149,0.025427722,0.022779479,0.020188557,0.018435672,0.016093524,0.014294782,0.013085303,0.011026322,0.009805379,0.00915077,0.008212994,0.006142549,0.004626974,0.003689198,0.003543602,0.005606022,0.006275534,0.00666188,0.006221652,0.006053128,0.006121913,0.005681686,0.005807793,0.005888042,0.006239995,0.006614876,0.007804866,0.009515333,0.011757742,0.013399424,0.013081864,0.011022883,0.012507504,0.016854751,0.020543949,0.021470261,0.018569804,0.010464574,0.005236873,0.0027262,0.000996244,0.000578945,0.000705052,0.00080823,0.000107764,0.00041386,8.83E-05,8.83E-05,8.83E-05,8.83E-05,8.83E-05,8.83E-05,8.83E-05,8.83E-05,8.83E-05,8.83E-05,8.83E-05,8.83E-05,8.83E-05,8.83E-05,8.83E-05,8.83E-05,8.83E-05,8.83E-05,8.83E-05,8.83E-05,8.83E-05,8.83E-05,8.83E-05,8.83E-05,8.83E-05,8.83E-05,8.83E-05,8.83E-05,8.83E-05,8.83E-05,8.83E-05,8.83E-05,8.83E-05,8.83E-05,8.83E-05
M. polymorphus,Coscinodiscophyceae,2.9,4,0.01817959,0.018800997,0.019826143,0.020620775,0.020948181,0.021366131,0.02237057,0.023454516,0.023386192,0.022113148,0.020747899,0.020245606,0.019829169,0.018791326,0.017497574,0.015774689,0.014601712,0.013942065,0.013908364,0.012786473,0.012276318,0.011405352,0.010585176,0.009841334,0.009035516,0.008566628,0.007924514,0.007229949,0.006600532,0.005813761,0.004965016,0.004335599,0.003904804,0.003381804,0.003144942,0.002690413,0.002609392,0.002701449,0.002679081,0.002358024,0.002232414,0.002221229,0.002423025,0.002766303,0.003066653,0.003131802,0.003287495,0.003476593,0.003374864,0.002986997,0.002827982,0.00349383,0.00566641,0.009247168,0.012398938,0.013365432,0.011103969,0.007343636,0.003780264,0.001456532,0.000544151,0.000191202,3.54E-05,5.44E-05,3.19E-05,3.19E-05,3.19E-05,3.19E-05,3.19E-05,3.34E-05,3.19E-05,3.19E-05,3.19E-05,3.19E-05,3.19E-05,3.19E-05,3.19E-05,3.19E-05,3.19E-05,3.19E-05,3.19E-05,3.19E-05,3.19E-05,3.19E-05,3.19E-05,3.19E-05,3.19E-05,3.19E-05,3.19E-05,3.19E-05,3.19E-05,3.19E-05,3.19E-05,3.19E-05,3.19E-05,3.19E-05,3.19E-05,3.19E-05,3.19E-05,3.19E-05,3.19E-05
Nannochloropsis sp. ,Eustigmatophyceae,2.9,4,0.119047997,0.123900884,0.12932815,0.13471076,0.136738379,0.137946019,0.140726634,0.142940968,0.137745073,0.124706632,0.109177832,0.096794982,0.090837994,0.084635405,0.080937406,0.079975367,0.081704633,0.080951637,0.078270636,0.072467732,0.063506855,0.055313206,0.045889589,0.037472666,0.03092707,0.026289359,0.022934367,0.019757994,0.017178325,0.017490908,0.016431463,0.01316578,0.012195644,0.008676264,0.009295296,0.015087896,0.017428097,0.01676441,0.015838929,0.015167146,0.015390419,0.016366689,0.017797603,0.021278462,0.022486102,0.023208674,0.023342639,0.022469909,0.020367212,0.020925395,0.022147266,0.028997348,0.042490433,0.058772229,0.074077755,0.086290083,0.086947636,0.067446775,0.039423488,0.018794237,0.009295541,0.004627406,0.00244963,0.001643882,0.001911811,0.001195372,0.00034497,0.000202909,0.000582474,0.000202909,0.000202909,0.000202909,0.000202909,0.000202909,0.000202909,0.000202909,0.000202909,0.000202909,0.000202909,0.000202909,0.000202909,0.000202909,0.000202909,0.000202909,0.000202909,0.000202909,0.000202909,0.000202909,0.000202909,0.000202909,0.000202909,0.000202909,0.000202909,0.000202909,0.000202909,0.000202909,0.000202909,0.000202909,0.000202909,0.000202909,0.000202909
I. galbana,Prymnesiophyceae,4,6,0.026080153,0.027634444,0.029049955,0.030585311,0.031685623,0.032757532,0.033979189,0.035191379,0.035022696,0.03391765,0.032817339,0.032229313,0.03213787,0.030873609,0.029164836,0.026978414,0.025796128,0.025313745,0.025290538,0.023855631,0.021655008,0.019255798,0.016765145,0.014618094,0.012633493,0.011217982,0.009876479,0.008798335,0.007712225,0.006867306,0.006041322,0.005264177,0.004602142,0.003973244,0.003862867,0.004088356,0.004137194,0.004059953,0.003995412,0.003705383,0.003483127,0.003453223,0.003516263,0.003940339,0.00424457,0.004354947,0.004638742,0.004788491,0.004444889,0.004187996,0.004080851,0.00496364,0.007318746,0.010398925,0.013137003,0.014402766,0.01410477,0.011026091,0.006382153,0.002808623,0.001320605,0.000865124,0.000458482,0.000255161,0.000293032,0.000258394,0.000127581,6.45E-05,9.77E-05,6.45E-05,6.45E-05,6.45E-05,6.45E-05,6.45E-05,6.45E-05,6.45E-05,6.45E-05,6.45E-05,6.45E-05,6.45E-05,6.45E-05,6.45E-05,6.45E-05,6.45E-05,6.45E-05,6.45E-05,6.45E-05,6.45E-05,6.45E-05,6.45E-05,6.45E-05,6.45E-05,6.45E-05,6.45E-05,6.45E-05,6.45E-05,6.45E-05,6.45E-05,6.45E-05,6.45E-05,6.45E-05
M. pusilla,Prasinophyceae,1.4,2,0.015246382,0.017717572,0.021090232,0.024462892,0.026907364,0.02932404,0.032680454,0.035315183,0.035207235,0.033495997,0.030231285,0.027585006,0.027296194,0.027730144,0.02862584,0.027930873,0.026871637,0.024931875,0.023194304,0.016006718,0.012942736,0.010366138,0.008333595,0.006811537,0.004893795,0.003712906,0.002121165,0.000246388,0.000152606,0.000152606,0.000152606,0.000152606,0.000152606,0.000152606,0.000152606,0.000152606,0.000152606,0.000152606,0.000152606,0.000152606,0.000152606,0.000152606,0.000152606,0.000152606,0.000309293,0.000802453,0.001724867,0.003044041,0.004792468,0.006834404,0.007181349,0.005778788,0.006733694,0.010562324,0.014870025,0.016418801,0.013518359,0.007009879,0.002130328,0.000152606,0.000152606,0.000152606,0.000152606,0.000152606,0.000152606,0.000152606,0.000152606,0.000152606,0.000152606,0.000152606,0.000152606,0.000152606,0.000152606,0.000152606,0.000152606,0.000152606,0.000152606,0.000152606,0.000152606,0.000152606,0.000152606,0.000152606,0.000152606,0.000152606,0.000152606,0.000152606,0.000152606,0.000152606,0.000152606,0.000152606,0.000152606,0.000152606,0.000152606,0.000152606,0.000152606,0.000152606,0.000152606,0.000152606,0.000152606,0.000152606,0.000152606
T. pseudonanna,Coscinodiscophyceae,4,4,0.017649939,0.019045963,0.020241925,0.021433481,0.022116071,0.022616225,0.023816593,0.024599214,0.024459528,0.023128287,0.02141014,0.020005305,0.019278653,0.01798266,0.016555794,0.015250989,0.014668429,0.014755241,0.015606098,0.013654904,0.013323969,0.01223685,0.0112057,0.010205393,0.009496366,0.0089094,0.008387216,0.007573752,0.006964756,0.006242511,0.005668763,0.004903766,0.004474111,0.003822363,0.003282555,0.003034026,0.002689873,0.003156087,0.003230991,0.002752868,0.002770493,0.002992585,0.003392708,0.003797236,0.004275359,0.004615106,0.004519482,0.004415045,0.003936922,0.003876547,0.004364792,0.005613627,0.008749827,0.012651024,0.015863915,0.016353946,0.014251992,0.011193792,0.006879254,0.003104524,0.001348033,0.000531473,0.000175411,0.000175411,0.000175411,0.000175411,0.000175411,0.000175411,0.000175411,0.000175411,0.000175411,0.000175411,0.000175411,0.000175411,0.000175411,0.000175411,0.000175411,0.000175411,0.000175411,0.000175411,0.000175411,0.000175411,0.000175411,0.000175411,0.000175411,0.000175411,0.000175411,0.000175411,0.000175411,0.000175411,0.000175411,0.000175411,0.000175411,0.000175411,0.000175411,0.000175411,0.000175411,0.000175411,0.000175411,0.000175411,0.000175411
T. rotula,Coscinodiscophyceae,18,20,0.028319795,0.028977277,0.029357102,0.030569898,0.030908855,0.031104778,0.032019483,0.032162518,0.032697398,0.031051891,0.029704474,0.028479658,0.028798182,0.027667122,0.026278837,0.023902528,0.023049123,0.022555111,0.024703045,0.02118726,0.02172214,0.020509345,0.019778542,0.018410692,0.018533293,0.017001974,0.016087269,0.015295166,0.014204972,0.012395995,0.01087309,0.010995692,0.010881504,0.010048533,0.008300858,0.006789972,0.005258652,0.005875267,0.006100037,0.00558559,0.004732186,0.005112011,0.005944981,0.006459428,0.007096476,0.007333266,0.007128929,0.006912573,0.006500295,0.00604715,0.006190185,0.00841144,0.012196467,0.017328912,0.020424004,0.020742528,0.017328912,0.012249354,0.007394566,0.003589105,0.000649068,0.000494013,0.000134621,5.29E-05,5.29E-05,5.29E-05,5.29E-05,5.29E-05,5.29E-05,5.29E-05,5.29E-05,5.29E-05,5.29E-05,5.29E-05,5.29E-05,5.29E-05,5.29E-05,5.29E-05,5.29E-05,5.29E-05,5.29E-05,5.29E-05,5.29E-05,5.29E-05,5.29E-05,5.29E-05,5.29E-05,5.29E-05,5.29E-05,5.29E-05,5.29E-05,5.29E-05,5.29E-05,5.29E-05,5.29E-05,5.29E-05,5.29E-05,5.29E-05,5.29E-05,5.29E-05,5.29E-05
C. calcitrans,Coscinodiscophyceae,6,6,0.024956046,0.025722685,0.026106005,0.027125507,0.027465341,0.028217485,0.029222491,0.029121024,0.029179005,0.026814663,0.024479312,0.023090986,0.023061996,0.02211497,0.020697654,0.018644155,0.017949992,0.018007974,0.019410795,0.015774089,0.016099428,0.01407492,0.012982942,0.010943939,0.010676581,0.009613594,0.008623083,0.007661562,0.006967399,0.005579073,0.004574067,0.004957387,0.005398688,0.005471164,0.004480653,0.003359685,0.001942368,0.003388675,0.003222785,0.0036206,0.003309756,0.002955427,0.003678581,0.004047405,0.004741568,0.005450226,0.004770559,0.004459715,0.003867019,0.003570671,0.003715624,0.005769123,0.009196452,0.013404916,0.016463421,0.017692298,0.016925659,0.013028038,0.00751822,0.0034837,0.000483176,0.000288295,0.000230314,4.99E-05,4.99E-05,4.99E-05,0.000194881,0.000238367,4.99E-05,4.99E-05,4.99E-05,4.99E-05,4.99E-05,4.99E-05,4.99E-05,4.99E-05,4.99E-05,4.99E-05,4.99E-05,4.99E-05,4.99E-05,4.99E-05,4.99E-05,4.99E-05,4.99E-05,4.99E-05,4.99E-05,4.99E-05,4.99E-05,4.99E-05,4.99E-05,4.99E-05,4.99E-05,4.99E-05,4.99E-05,4.99E-05,4.99E-05,4.99E-05,4.99E-05,4.99E-05,4.99E-05
K. rotundum,Dinophyceae,7.1,10,0.02033806,0.020819435,0.021340923,0.021661839,0.021742068,0.021942641,0.022303672,0.022744931,0.022584473,0.021902527,0.021461267,0.021381038,0.021300809,0.020859549,0.01997703,0.018613136,0.017369586,0.016647525,0.016406838,0.01580512,0.015163288,0.014160425,0.013157562,0.012234928,0.011512867,0.01083092,0.010349545,0.009828057,0.009186224,0.008624621,0.007942674,0.006899697,0.005736376,0.004813742,0.004292253,0.00417191,0.004091681,0.003931223,0.00373065,0.003449848,0.003088818,0.00292836,0.003088818,0.003369619,0.003650421,0.003810879,0.003971337,0.004051566,0.003971337,0.004011452,0.003931223,0.004212024,0.005736376,0.008303705,0.010871034,0.012194813,0.010750691,0.007701987,0.004653284,0.002286527,0.001042977,0.000521489,0.000200573,8.02E-05,8.02E-05,8.02E-05,8.02E-05,8.02E-05,8.02E-05,8.02E-05,8.02E-05,8.02E-05,8.02E-05,8.02E-05,8.02E-05,8.02E-05,8.02E-05,8.02E-05,8.02E-05,8.02E-05,8.02E-05,8.02E-05,8.02E-05,8.02E-05,8.02E-05,8.02E-05,8.02E-05,8.02E-05,8.02E-05,8.02E-05,8.02E-05,8.02E-05,8.02E-05,8.02E-05,8.02E-05,8.02E-05,8.02E-05,8.02E-05,8.02E-05,8.02E-05,8.02E-05
D. tertiolecta2,Chlorophyceae,,10,0.023718702,0.024167382,0.025584518,0.026511617,0.027143551,0.027558238,0.028363509,0.028489007,0.027855664,0.026092978,0.023932182,0.022218392,0.021303494,0.020867212,0.02100333,0.021167125,0.021018062,0.019991047,0.018449343,0.016211678,0.013642705,0.0110676,0.008637653,0.006635465,0.005201814,0.004336328,0.003795457,0.003506257,0.003349759,0.003211237,0.003184017,0.003101103,0.003212594,0.003417226,0.003696362,0.004010951,0.004216423,0.004479629,0.00470456,0.004839317,0.004955399,0.005094488,0.005354628,0.005665121,0.00598185,0.006004176,0.006027727,0.006149747,0.006686116,0.008076572,0.00918629,0.009518051,0.010649059,0.012815718,0.014824221,0.015394062,0.015196197,0.012720026,0.007465478,0.003702039,0.001829604,0.001009067,0.000550784,0.000362899,0.000163269,0.000141071,0.000111439,9.77E-05,6.25E-06,6.25E-06,2.09E-05,6.25E-06,0.000143309,6.25E-06,1.35E-05,6.25E-06,6.25E-06,6.25E-06,6.25E-06,6.25E-06,6.25E-06,6.25E-06,6.25E-06,6.25E-06,6.25E-06,6.25E-06,6.25E-06,6.25E-06,6.25E-06,6.25E-06,6.25E-06,6.25E-06,6.25E-06,6.25E-06,6.25E-06,6.25E-06,6.25E-06,6.25E-06,6.25E-06,6.25E-06,6.25E-06
E. huxleyi,Prymnesiophyceae,,6,0.031545034,0.032013708,0.03355253,0.034533524,0.035323471,0.036238496,0.036943177,0.038084447,0.038290189,0.038083192,0.03742895,0.037650528,0.03794429,0.037935696,0.037339996,0.03661514,0.03487894,0.032288723,0.029726736,0.026894708,0.024774656,0.022601114,0.020930852,0.019308376,0.017767151,0.016017056,0.014218128,0.012402568,0.010660128,0.009162739,0.007990723,0.006853782,0.006251841,0.005716109,0.005903911,0.006130044,0.006886692,0.007606106,0.008137122,0.007840602,0.007319363,0.006626094,0.00647224,0.006604219,0.006937332,0.007035718,0.007290974,0.007742934,0.007622876,0.007133455,0.006488371,0.006796729,0.008973892,0.012909303,0.017172962,0.018238848,0.015808204,0.010270844,0.005173537,0.002308277,0.001088203,0.000589725,0.000260447,0.000252807,0.000111313,0.000150967,0.000254307,8.16E-05,1.82E-05,2.15E-06,2.15E-06,0.000128694,0.000184092,0.000107684,0.000106402,2.15E-06,0.000132121,0.00013304,0.000145071,0.000245735,2.15E-06,2.15E-06,2.15E-06,2.15E-06,2.15E-06,2.15E-06,2.15E-06,2.15E-06,2.15E-06,2.15E-06,2.15E-06,2.15E-06,2.15E-06,2.15E-06,2.15E-06,2.15E-06,2.15E-06,2.15E-06,2.15E-06,2.15E-06,2.15E-06
P. lutheri,Prymnesiophyceae,,5,0.025139365,0.026139591,0.027793678,0.029052372,0.029560208,0.030439068,0.031821043,0.032948977,0.032040217,0.029095769,0.026466211,0.024637933,0.023250672,0.021471308,0.019192877,0.017532905,0.016735069,0.016900004,0.017156947,0.016486795,0.014668743,0.012829013,0.011073591,0.009751615,0.008751289,0.007922056,0.007380058,0.006922643,0.006292146,0.005545126,0.004960631,0.004326145,0.003915262,0.003484736,0.003431488,0.003408972,0.003556667,0.003625474,0.003504088,0.003292389,0.003359307,0.003516449,0.004026854,0.004547124,0.004913362,0.005128274,0.005137299,0.005165996,0.004679526,0.004498133,0.004792115,0.006157079,0.009255292,0.013176689,0.016454666,0.017363203,0.015910613,0.011437256,0.006516728,0.003132447,0.001494893,0.000691031,0.000344797,0.000205112,3.91E-05,0.000158402,9.76E-05,3.19E-05,6.31E-05,3.19E-05,3.19E-05,0.00013215,3.19E-05,0.000100582,3.19E-05,3.19E-05,0.000123707,5.08E-05,0.000124487,8.02E-05,3.19E-05,3.19E-05,3.19E-05,3.19E-05,3.19E-05,3.19E-05,3.19E-05,3.19E-05,3.19E-05,3.19E-05,3.19E-05,3.19E-05,3.19E-05,3.19E-05,3.19E-05,3.19E-05,3.19E-05,3.19E-05,3.19E-05,3.19E-05,3.19E-05
P. cruentum,Rhodophyceae,,7,0.060047586,0.058887286,0.059328041,0.058303894,0.055901904,0.056331023,0.055220319,0.055619187,0.054193446,0.04991923,0.045307829,0.040509124,0.039291845,0.038821825,0.037706813,0.035965681,0.03496058,0.03674405,0.037399704,0.038739153,0.03808834,0.037399059,0.036981803,0.037368604,0.037435355,0.037422403,0.038407334,0.03931911,0.040861412,0.040092319,0.03931072,0.03842313,0.037811791,0.036671794,0.033688437,0.027075416,0.019697037,0.015089738,0.012830315,0.011172217,0.010310376,0.011138547,0.011405056,0.011572938,0.012391437,0.01223146,0.012195789,0.011796249,0.011049433,0.010416173,0.01040448,0.012077938,0.014572734,0.018078,0.021190685,0.02212779,0.022973094,0.020069959,0.014476353,0.008335824,0.004890956,0.003097217,0.001661356,0.001377534,0.000615287,0.000387058,4.05E-05,0.00041026,0.00052041,0.000352034,4.05E-05,4.05E-05,0.000404922,0.000349748,4.05E-05,0.00051899,4.05E-05,4.05E-05,0.000115921,4.05E-05,4.05E-05,4.05E-05,4.05E-05,4.05E-05,4.05E-05,4.05E-05,4.05E-05,4.05E-05,4.05E-05,4.05E-05,4.05E-05,4.05E-05,4.05E-05,4.05E-05,4.05E-05,4.05E-05,4.05E-05,4.05E-05,4.05E-05,4.05E-05,4.05E-05
C. socialis,Bacillariophyceae,,8,0.006209678,0.006089688,0.006135268,0.006029359,0.005780962,0.005825339,0.005710478,0.005751726,0.005604286,0.005162278,0.004685401,0.004189155,0.004063273,0.004014667,0.00389936,0.003719306,0.003615365,0.003799799,0.003867601,0.004006117,0.003938815,0.003867535,0.003824385,0.003864385,0.003871288,0.003869948,0.003971803,0.004066092,0.004225585,0.004146051,0.004065224,0.003973437,0.003910216,0.003792326,0.003483809,0.00279994,0.002036922,0.001560469,0.001326816,0.001155348,0.001066223,0.001151866,0.001179427,0.001196787,0.001281431,0.001264887,0.001261199,0.001219881,0.001142651,0.001077164,0.001075955,0.001249011,0.001507005,0.001869493,0.002191385,0.002288293,0.002375708,0.002075487,0.001497037,0.000862029,0.000505787,0.000320291,0.000171805,0.000142454,6.36E-05,4.00E-05,4.20E-06,4.24E-05,5.38E-05,3.64E-05,4.20E-06,4.20E-06,4.19E-05,3.62E-05,4.20E-06,5.37E-05,4.20E-06,4.20E-06,1.20E-05,4.20E-06,4.20E-06,4.20E-06,4.20E-06,4.20E-06,4.20E-06,4.20E-06,4.20E-06,4.20E-06,4.20E-06,4.20E-06,4.20E-06,4.20E-06,4.20E-06,4.20E-06,4.20E-06,4.20E-06,4.20E-06,4.20E-06,4.20E-06,4.20E-06,4.20E-06
A. margalefi,Dinophyceae,,40,0.017230969,0.016563053,0.017089537,0.017823728,0.018070812,0.018591085,0.019382184,0.02008592,0.02035752,0.019826615,0.019332677,0.019604317,0.019789375,0.019567247,0.019388941,0.018696841,0.018211003,0.017841011,0.017523432,0.017181285,0.016360511,0.015586488,0.014862482,0.014335939,0.013624895,0.013112167,0.012373259,0.011654074,0.010628399,0.009576788,0.008473841,0.007300685,0.006172888,0.005049113,0.004379505,0.003918161,0.003675842,0.003666364,0.003507523,0.003373531,0.003126534,0.003073352,0.00333433,0.003696421,0.00402058,0.004082621,0.004232702,0.00419591,0.004151159,0.004185357,0.004252028,0.004857022,0.006667194,0.009507183,0.012009099,0.012776878,0.011437253,0.008014265,0.004246427,0.001920512,0.000813662,0.000450384,0.00030541,0.000211591,9.26E-05,1.11E-05,2.96E-05,1.11E-05,1.11E-05,8.28E-05,3.78E-05,1.11E-05,4.01E-05,8.24E-05,0.000118361,0.000127359,6.22E-05,0.000193229,0.000113728,0.000163632,1.11E-05,1.11E-05,1.11E-05,1.11E-05,1.11E-05,1.11E-05,1.11E-05,1.11E-05,1.11E-05,1.11E-05,1.11E-05,1.11E-05,1.11E-05,1.11E-05,1.11E-05,1.11E-05,1.11E-05,1.11E-05,1.11E-05,1.11E-05,1.11E-05
A. minutum,Dinophyceae,,25,0.038252562,0.040040928,0.042329088,0.043726655,0.044757528,0.045821647,0.047152871,0.048315537,0.04871047,0.048332941,0.047915915,0.048469678,0.049048242,0.048428443,0.047572908,0.045485237,0.043498271,0.041833595,0.040818684,0.039691385,0.037762296,0.035603643,0.033930746,0.03254729,0.030929555,0.029299597,0.027393533,0.02524378,0.023054273,0.020761723,0.018298627,0.015835219,0.013555084,0.011525421,0.010302356,0.009647336,0.009414562,0.009503621,0.009493471,0.008996297,0.008199696,0.007726818,0.008000457,0.008781695,0.009371638,0.009565703,0.009914205,0.010133629,0.010197808,0.010346548,0.010430634,0.011263735,0.014529077,0.020064991,0.025638086,0.027268838,0.023308915,0.015595203,0.008326896,0.003934876,0.001757855,0.000958749,0.000592477,0.000336803,0.000232883,0.000123805,0.000145238,6.39E-05,5.08E-07,0.000101041,5.08E-07,5.08E-07,5.08E-07,6.65E-05,0.000176617,0.000115583,3.44E-05,0.000337956,0.000484481,0.000709188,5.08E-07,5.08E-07,5.08E-07,5.08E-07,5.08E-07,5.08E-07,5.08E-07,5.08E-07,5.08E-07,5.08E-07,5.08E-07,5.08E-07,5.08E-07,5.08E-07,5.08E-07,5.08E-07,5.08E-07,5.08E-07,5.08E-07,5.08E-07,5.08E-07
A. affine,Dinophyceae,,30,0.019180817,0.020175377,0.021427895,0.022389778,0.023100906,0.023163163,0.024030483,0.024751199,0.024860112,0.024148189,0.023449972,0.023441648,0.02379976,0.023290689,0.022630934,0.021429071,0.02035349,0.019567643,0.019185586,0.018812663,0.018054805,0.017192389,0.016360088,0.015617098,0.014946907,0.014376256,0.013556032,0.012760064,0.011806045,0.010674327,0.009560478,0.008252262,0.006968445,0.005905414,0.005111952,0.00466248,0.004442311,0.004472473,0.004404325,0.004258122,0.003858681,0.003710124,0.003930727,0.004284411,0.004568369,0.004746411,0.004891674,0.005035684,0.004987336,0.004951272,0.004956786,0.005352642,0.006970791,0.009779057,0.012665764,0.013528789,0.011516936,0.007776637,0.004224349,0.002015764,0.000962946,0.000525322,0.000335095,0.000262241,9.17E-05,8.34E-05,5.82E-05,2.58E-05,1.55E-06,5.73E-05,1.55E-06,1.55E-06,1.55E-06,1.81E-05,5.30E-05,2.88E-05,1.55E-06,2.77E-05,3.04E-05,4.09E-05,1.55E-06,1.55E-06,1.55E-06,1.55E-06,1.55E-06,1.55E-06,1.55E-06,1.55E-06,1.55E-06,1.55E-06,1.55E-06,1.55E-06,1.55E-06,1.55E-06,1.55E-06,1.55E-06,1.55E-06,1.55E-06,1.55E-06,1.55E-06,1.55E-06
A. catenella,Dinophyceae,,35,0.022855821,0.023761741,0.025233228,0.026366589,0.026511966,0.026957393,0.026965873,0.027006919,0.027187102,0.027079631,0.027207884,0.027393414,0.027578795,0.027358315,0.027058818,0.025867712,0.0250961,0.024658823,0.023951239,0.02318873,0.021959895,0.020914841,0.020201432,0.019524884,0.018690464,0.017486091,0.016194761,0.014668549,0.01343705,0.011972847,0.010828352,0.009457878,0.008190971,0.006937031,0.006296261,0.005906985,0.005711736,0.005753974,0.005713436,0.005398262,0.004915186,0.004582184,0.004675748,0.005134957,0.005551545,0.005567714,0.005828953,0.005986685,0.006139981,0.006108439,0.006073363,0.006319167,0.008051185,0.010900227,0.013663455,0.014653809,0.013034858,0.009060417,0.004978756,0.002438478,0.001189375,0.000727221,0.000433936,0.000285013,0.000129483,4.80E-05,0.000112719,2.57E-06,2.57E-06,8.14E-05,8.35E-06,2.57E-06,2.57E-06,6.37E-05,9.43E-05,7.50E-05,2.57E-06,0.000122013,0.000214448,3.76E-05,2.57E-06,2.57E-06,2.57E-06,2.57E-06,2.57E-06,2.57E-06,2.57E-06,2.57E-06,2.57E-06,2.57E-06,2.57E-06,2.57E-06,2.57E-06,2.57E-06,2.57E-06,2.57E-06,2.57E-06,2.57E-06,2.57E-06,2.57E-06,2.57E-06
A. tamarense,Dinophyceae,,32,0.008495501,0.009952528,0.011777828,0.013788206,0.013903649,0.014461511,0.014868951,0.015301592,0.01622393,0.01672525,0.015869939,0.016322347,0.016514531,0.016120449,0.016158988,0.015196156,0.014047862,0.013773064,0.013681584,0.014171881,0.013135205,0.012757871,0.011637944,0.011553415,0.010098421,0.010195519,0.009580099,0.009370226,0.008796456,0.007873889,0.007254913,0.006736346,0.005904774,0.004989464,0.004623442,0.004546919,0.004062984,0.0045074,0.004312677,0.004361891,0.004229547,0.003851519,0.003821294,0.004735032,0.005097237,0.005111294,0.00513275,0.00548909,0.005419142,0.005422,0.005209268,0.005418983,0.006726333,0.008869551,0.011490287,0.012179721,0.01112259,0.007942571,0.00504875,0.002761997,0.001688833,0.001453698,0.001120611,0.001061949,0.000906136,0.00057436,0.000571994,0.000259945,3.22E-06,0.000289093,0.000182142,3.22E-06,3.22E-06,3.22E-06,0.000831438,0.000209227,0.000496328,0.000930511,0.00026063,0.000323806,3.22E-06,3.22E-06,3.22E-06,3.22E-06,3.22E-06,3.22E-06,3.22E-06,3.22E-06,3.22E-06,3.22E-06,3.22E-06,3.22E-06,3.22E-06,3.22E-06,3.22E-06,3.22E-06,3.22E-06,3.22E-06,3.22E-06,3.22E-06,3.22E-06
Woloszynskia sp.,Dinophyceae,,25,0.042883413,0.043089746,0.045436311,0.047641282,0.048226059,0.049241355,0.051265468,0.052372433,0.052579293,0.051237912,0.050186006,0.05024122,0.05068258,0.050367127,0.048320698,0.045800508,0.042830567,0.041728296,0.041250271,0.03972165,0.037568725,0.034060195,0.031460875,0.029345322,0.027906727,0.026085665,0.024645932,0.022833379,0.020699407,0.018652812,0.016341828,0.013905748,0.011746223,0.010006517,0.008958952,0.008485796,0.008436312,0.008644186,0.008779089,0.008341574,0.007658268,0.00760159,0.008050386,0.008730557,0.009583214,0.00987125,0.010153876,0.010505817,0.010336164,0.010740182,0.010828894,0.01224592,0.016451855,0.022907245,0.029441422,0.032478684,0.028916522,0.020216179,0.010766181,0.004983182,0.002283397,0.00141744,0.000832414,0.000564078,0.000493981,0.00032582,0.000154267,6.63E-05,6.01E-05,6.01E-05,0.000125582,6.01E-05,0.000194644,9.79E-05,0.000280202,0.000192285,0.000181734,8.89E-05,0.000169896,0.000470633,6.01E-05,6.01E-05,6.01E-05,6.01E-05,6.01E-05,6.01E-05,6.01E-05,6.01E-05,6.01E-05,6.01E-05,6.01E-05,6.01E-05,6.01E-05,6.01E-05,6.01E-05,6.01E-05,6.01E-05,6.01E-05,6.01E-05,6.01E-05,6.01E-05
